Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86
PHASE 6 - DATA HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phase 6 - L4 Functional Testing (3 weeks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lead ECx-A,TBD,150,150,22500,2500,3,7500,30000,2027-02-14 00:00:00,2027-03-06 00:00:00,3,2027-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
,ECx Tech-A,TBD,125,150,18750,2500,3,7500,26250,2027-02-14 00:00:00,2027-03-06 00:00:00,3,2027-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
,ECx Tech-C,TBD,125,150,18750,2501,3,7503,26253,2027-02-14 00:00:00,2027-03-06 00:00:00,3,2027-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
,Lead MCx-A,TBD,150,150,22500,2500,3,7500,30000,2027-02-14 00:00:00,2027-03-06 00:00:00,3,2027-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
,MCx Tech-A,TBD,125,150,18750,2500,3,7500,26250,2027-02-14 00:00:00,2027-03-06 00:00:00,3,2027-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
,MCx Tech-C,TBD,125,150,18750,2502,3,7506,26256,2027-02-14 00:00:00,2027-03-06 00:00:00,3,2027-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
,Phase 6 - L5 IST (2 weeks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
,Lead ECx-A,TBD,150,100,15000,2500,2,5000,20000,2027-03-07 00:00:00,2027-03-20 00:00:00,2,2027-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,
,ECx Tech-A,TBD,125,100,12500,2500,2,5000,17500,2027-03-07 00:00:00,2027-03-20 00:00:00,2,2027-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,
,ECx Tech-C,TBD,125,100,12500,2501,2,5002,17502,2027-03-07 00:00:00,2027-03-20 00:00:00,2,2027-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,
,Lead MCx-A,TBD,150,100,15000,2500,2,5000,20000,2027-03-07 00:00:00,2027-03-20 00:00:00,2,2027-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,
,MCx Tech-A,TBD,125,100,12500,2500,2,5000,17500,2027-03-07 00:00:00,2027-03-20 00:00:00,2,2027-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,
,MCx Tech-C,TBD,125,100,12500,2502,2,5004,17504,2027-03-07 00:00:00,2027-03-20 00:00:00,2,2027-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,
Phase 5 - Data Halls L4-L5,,,,1500,200000,,,75015,275015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,,,,36724,4995630,,,1597599,6593229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cx Manager,,,,,,,216,30524.208333333332,,,,,50,50,32,32,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,32,50,50,50,32,50,50,50,50,50,50,50,50,50,50,50,50,0,0,,,,
,Cx Scheduler/Coordinator,,,,,,,,,,,,,50,50,32,32,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,32,50,50,50,32,50,50,50,50,50,50,50,50,50,50,0,0,0,0,,,,
,Doc Control-A,,,,,,,,,,,,,50,50,32,32,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,32,50,50,50,32,50,50,50,50,50,50,50,50,50,50,50,50,0,0,,,,
,Doc Control-B,,,,,,,,,,,,,50,50,32,32,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,32,50,50,50,32,50,50,50,50,50,50,50,50,50,50,50,50,0,0,,,,
,Lead ECx-A,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,32,50,50,50,0,50,0,0,0,0,0,50,50,50,50,50,0,0,0,,,,
,Lead ECx-B,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,,,,
,Lead MCx-A,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,32,50,50,50,0,50,0,0,0,0,0,50,50,50,50,50,0,0,0,,,,
,Lead MCx-B,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,,,,
,ECx Tech-A,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,32,50,50,50,0,50,0,0,0,0,0,50,50,50,50,50,0,0,0,,,,
,ECx Tech-B,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,,,,
,MCx Tech-A,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,32,50,50,50,0,50,0,0,0,0,0,50,50,50,50,50,0,0,0,,,,
,MCx Tech-B,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,,,,
,Lead ECx-C,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,Lead ECx-D,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50,50,50,50,50,50,50,50,40,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,Lead MCx-C,,,,,,,,,,,,,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,Lead MCx-D,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50,50,50,50,50,50,50,50,40,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,ECx Tech-C,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50,50,50,50,50,50,50,50,40,50,50,50,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,32,50,50,50,0,50,0,0,0,0,0,50,50,50,50,50,0,0,0,,,,
,ECx Tech-D,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,,,,
,MCx Tech-C,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50,50,50,50,50,50,50,50,40,50,50,50,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,32,50,50,50,0,50,0,0,0,0,0,50,50,50,0,0,0,0,0,,,,
,MCx Tech-D,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,200,200,128,128,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,560,700,700,700,700,700,700,700,700,560,700,700,700,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,320,500,500,500,128,500,500,500,500,500,500,500,500,500,450,400,150,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,4,4,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,9,8,3,0,0,,,,
